dsc_item,n
MARGARINA 500 G  COMPOSICAO BASICA COM OLEOS VEGETAIS LIQUIDOS E INTERESTERIFICADOS  AGUA  RECONSTITUIDO  SAL DIGLICERIDEOS DE ACIDOS GRAXOS E LECITINA DE SOJA  ULANTE ACIDO CITRICO  ANTIOXIDANTE  AROMA IDENTICO AO NATURAL DE MANTEIGA  NAO CONTEM GLUTEN  EMBALAGEM COM 500G( SIMILAR A QUALY),1
"MARGARINA VEGETAL - 500 G (CREMOSA, COM SAL, ISENTA DE RANCO E MOFOS, EMBALAGEM ATOXICA, NAO VIOLADA. COMPOSICAO:OLEOS VEGETAIS LIQUIDOS E INTERESTERIFICADOS,AGUA,SAL,SORO DE LEITE EM PO, CONTEM LECITINA DE SOJA E NO MINIMO 80% DE LIPIDEOS, AROMA IDENTICO AO NATURAL DE MANTEIGA, CONTENDO DADOS DO PRODUTO: IDENTIFICACAO, PROCEDENCIA, INGREDIENTES, INFORMACOES NUTRICIONAIS, LOTE, GRAMATURA, DATAS DE FABRICACAO E VENCIMENTO,ACONDICIONADO EM POTE PLASTICO, VALIDADE MINIMA DE 6 (SEIS) MESES A CONTARDA DATA DE ENTREGA DO PRODUTO, PORTARIA 372 DE 04/09/1997 - ANVISA.)",1
"MARGARINA VEGETAL, CONTENDO: AGUA, OLEOS VEGETAIS LIQUIDOS E HIDROGENADOS, SAL, LEITE EM PO DESNATADO, VITAMINA A E BETA CAROTENO, ESTABILIZANTES MONO E DIGLICERIDEOS E ESTERES DE POLIGLICERAL, AROMA IDENTICO AO NATURAL DE MANTEIGA, CORANTE NATURAL DE URUCUM E CURCUMA, ACIDULANTES ACIDO LATICO E ACIDO CITRICO E ANTIOXIDANTE EDTA CALCIO DISSODICO, EMBALAGEM DE 500 GR.",1
MARMITEX NO DISTRITO DE OLHOS D'AGUA DA CANASTRA - 110130002,1
"MASSA CORRIDA LATA DE 18 LITROS, NA COR BRANCA, COM RENDIMENTO ATE 80 M2 POR DEMAO.COMPOSICAO: RESINA VINILICA, CARGAS MINERAIS, HIDROCARBONETOS ALIFATICOS, ESPESSANTES, MICROBICIDAS NAO METALICOS E AGUA.",1
"MASSA CORRIDA, METODO APLICACAO COM ESPATULA E DESEMPENADEIRA, COMPOSICAO BASICA RESINA ACRILICA, SOLUBILIDADE AGUA, APLICACAO IMPERFEICAO SUPERFICIE EXTERNA E INTERNA PARA PINTURA. LATA DE 18 LITROS.",1
MASTIQUE BASE DE RESINAS ACRILICAS PARA TRATAMENTO DE TRINCAS EM RESERVATORIOS DE AGUA POTAVEL. BISNAGA DE 400 GR.,1
MATERIAL DE MANUTENCAO - LIXA D AGUA - 220  -,1
"MEDIDOR DE CLORO. INSTRUMENTO PRATICO E SEGURO PARA ANALISES DE CLORO NA AGUA, EM LABORATORIOS E A C",1
MILHO VERDE EM CONSERVA 1KG  GRAOS INTEIROS  COM TAMANHO E FORMA REGULARES  SEM ADITIVOS QUIMICOS  CONSERVADOS EM AGUA E SAL  LIVRE DE FERMENTACAO  ISENTO DE MATERIA TERROSA  DE PARASITOS E DE DETRITOS ANIMAIS E VEGETAIS  O PRODUTO  INCLUSIVE O LIQUIDO DE COBERTURA DEVEM OCUPAR  NO MINIMO  90  DA CAPACIDADE DO RECIPIENTE  APARENCIA  GRAOS INTEIROS DE CONSISTENCIA PROPRIA  NAO ESMAGADOS  COR  CHEIRO E SABOR PROPRIOS  VALIDADE MINIMA DE 12 MESES   EMBALAGEM PRIMARIA: LATA DE FOLHA DE FLANDRES  COM VERNIZ SANITARIO  COM PESO LIQUIDO DRENADO DE 1 KG,1
"MOP GIRATORIO. KIT CONTENDO 1 BALDE COM CAPACIDADE DE NO MINIMO 12 LITROS COM ALCA, SEXTO E MOLDURA COM FUNCAO ROTATORIA DE 360º PARA FACILITAR A REMOCAO DO EXCESSO DE AGUA E LAVAGEM DO REFIL, UM CABO TELESCOPICO COM BASE, E CONTENDO 5 REFIS EM MICROFIBRA -",1
"MOTOBOMBA SUBMERSA ACOPLADA EM MOTOR ELETRICO LUBRIFICADO A AGUA COM 20 ESTAGIOS PARA POCOS DE 4, POTENCIA DE 3 CV,MONOFASICA 2",1
"MOTOR SUBMERSO REFRIGERADO A AGUA - NACIONAL - 6 - 9,0CV-220V-",1
"MULT INSETICIDA AEROSSOL A BASE DE AGUA, COM OLEO DE CITRONELA 450ML  -",1
"NIPEL PVC,  CLASSE A, ROSCAVEL, 3/4, AGUA FRIA PREDIAL",1
NIPLE ENTRADA DE AGUA BOMBA DE VACUO,1
"NUTRICAO COMPLETA E BALANCEADA, ISOTONICA (300 A 350 MOSM/LITRO DE AGUA), DESENVOLVIDA PARA ATENDER NUTRICAO COMPLETA E BALANCEADA, ISOTONICA (300 A 350 MOSM/LITRO DE AGUA), DESENVOLVIDA PARA ATENDER AS NECESSIDADES DE CRIANCAS DE 01 A 10 ANOS, ACRESCIDA DE VITAMINAS E MINERAIS. PODE SER USADA COMO NUTRICAO ORAL OU ENTERAL. ISENTA DE LACTOSE E GLUTEN. APRESENTACAO LATA DE 400 GRAMAS.",1
"OLEO DE SOJA REFINADO- EMBALAGEM DE 900ML - OLEO DE SOJA REFINADO: ISENTO DE MISTURAS DE OUTROS OLEOS, AGUA OU OUTRAS MATERIAS ESTRANHAS AO PRODUTO, AUSENCIA DE SUJIDADES, LARVAS OU PARASITAS. A  EMBALAGEM: O PRODUTO DEVERA ESTAR ACONDICIONADO EM EMBALAGEM PRIMARIA EM GARRAFAS TIPO  PET , COM VOLUME LIQUIDO DE 900 ML.",1
"OLEO ESSENCIAL DE EUCALIPTO CITIODORA. PARA DISSOLUCAO EM AGUA, FRASCO COM 140ML.",1
OUTORGA PARA CAPTACAO DE AGUA PARA ABASTECIMENTOS,1
OUTROS SERVICOS DE TERCEIROS PESSOA JURIDICA - TRANSPORTE ESCOLAR - ROTA: ITAUNA- AGUA PARADA- FARIAS- SAO PEDRO KM DE IDA E VOLTA: 100 KM   TURNOS: MANHA E TARDE - KILOMETRO,1
"PALCO 10X10 METROS ESTRUTURA DO TETO TODA TRELICADA, GALVANIZADA EM OTIMO ESTADO DE CONSERVACAO PISO ANTIDERRAPANTE, MODULAR, DE SISTEMA ROSETA E GARRA (ANDAIME DESMONTAVEL), COM ALTURA MINIMA DE 1,70 METROS DO NIVEL DO CHAO, DIARIA 25QUE PODE VARIAR ATE 2,70 METROS,SE HOUVER DESNIVEL DO TERRENO COBERTO COM LONA DE VINIL AUTO EXTINGUIVEL NA COR BRANCA. 02 CAMARINS DE NO MINIMO 4,40M X 4,40M, TODO FECHADO COM CHAPA DE LAMBRIL GALVANIZADA NA MESMA ALTURA DO NIVEL DO PISO DO PALCO. 02 AREAS DE SERVICO NAS LATERAIS DO PALCO DE 2,20M X 4,40M, TODA FECHADA COM LONA BRANCA, NA MESMA ALTURA DO NIVEL DO PAL CO 01 HOUSEMIX COM 1O PISO 45CM ELEVADO DO NIVEL DO CHAO, NO TAMANHO DE 2,20M X 4,40M, COM OPCAO DE MONTAGEM EM 2 PISOS 02 TORRES DE FLY, DE 2,40M X 2,40M X 8 METROS OS CAMARINS, AS AREAS E A HOUSE MIX, DEVERAO SER COBERTAS COM TENDAS MODELO CHAPEU DE BRUXA, COM AUTOEXTINGUIVEIS NA COR BRANCA E CALHA NAS LATERIAIS PARA O ESCOAMENTO DE AGUA. A LOCACAO ACIMA DE 02 DIAS TERA UM DESCON",1
"PAO DE CENOURA, FEITO COM PRODUTOS DE 1ª QUALIDADE, COMPOSTO DE FARINHA DE TRIGO FORTIFICADA COM FERRO E ACIDO FOLICO, CENOURA, ACUCAR, LEITE, AGUA, SAL E FERMENTO QUIMICO. PESO UNITARIO: 50 G, ACONDICIONADO EM SACO PLASTICO ATOXICO COM 20 UNIDADES, NAO RECICLAVEL, FECHADOS, EM PERFEITAS CONDICOES DE HIGIENE. VALIDADE MINIMA DE 05 DIAS A PARTIR DA ENTREGA. DEMAIS CONDICOES DE  ACORDO COM AS NORMAS DE SAUDE/SANITARIAS VIGENTES (ANVISA, SIF, DECRETO 12.486/78, RDC 90/2000 E OUTRAS).",1
PAO DE FORMA TIPO TRADICIONAL PAO DE FORMA TIPO TRADICIONAL SUPERFICIE LISA  MACIA E BRILHANTE  NAO QUEBRADICA  MIOLOCONSISTENTE E PECA FATIADA  COMPOSTO DE FARINHA DE TRIGO ACUCAR  GORDURA VEGETAL  LEITE EM PO  SAL  REFORCADOR  AGUA FERMENTO BIOLOGICO E ANTIMOFO  EMBALADO EM SACO PLASTICOATOXICO COM VALIDADE MINIMA DE 05 DIAS A CONTAR DA DATA DEENTREGA  PRODUTO SUJEITO A VERIFICACAO NO ATO DA ENTREGA AOSPROCEDIMENTOS ADMINISTRATIVOS DETERMINADOS PELA ANVISA,1
"PAO DE HOT DOG O PAO DEVERA ESTAR EMBALADO EM SACOS PLASTICO TRANSPARENTE, DE MANEIRA HIGIENICA E ORDENADOS, SEM AMASSA-LOS. NAO E PERMITIDO EM HIPOTESE ALGUMA O ARMAZENAMENTO E TRANSPORTE DO MESMO EM CAIXAS DE PAPELAO. O PAO DEVERA ESTAR FRESCO (NOVO) NO ATO DA ENTREGA. SERA REJEITADO O PAO QUEIMADO OU MAL COZIDO. O PAO DEVE SER FABRICADO COM MATERIAS PRIMAS DE PRIMEIRA QUALIDADE, ISENTOS DE MATERIA TERROSA, PARASITOS E EM PERFEITO ESTADO DE CONSERVACAO E TAMBEM DEVE TER TAMANHO PADRAO. O PAO DE HOT DOG E O PRODUTO ASSADO, OBTIDO PELA COCCAO EM CONDICOES TECNICAS ADEQUADAS, DA MASSA PREPARADA COM FARINHA DE TRIGO (ENRIQUECIDA COM FERRO E ACIDO FOLICO) E AGUA, SAL, FERMENTO BIOLOGICO. O PRODUTO PODERA CONTER OUTRAS SUBSTANCIAS ALIMENTICIASAPROVADAS QUE O CARACTERIZEM, AS QUAIS DEVERAO SER CITADAS. O PREPARO DO PAO TIPO HOT DOG DEVERA SER OBTIDO PELA COCCAO DA MASSA, APRESENTANDO CASCA FINA E MACIA, MIOLO ELASTICO E HOMOGENEO COM POROS FINOS. O PRODUTO NAO PODERA CONTER: LEITE, SORO DE",1
"PAO DOCE TIPO HOT DOG - PAO DOCE TIPO HOT DOG, PRODUTO OBTIDO POR PROCESSAMENTO TECNOLOGICO ADEQUADO, DA MASSA PREPARADA COM FARINHA DE TRIGO, FERMENTO BIOLOGICO, AGUA, SAL, GORDURA. O PAO DEVE SER CORTADO NA VERTICAL  SENTIDO DO COMPRIMENTO  E EMBAL",1
"PAO FRANCES: UNIDADES DE 50G, PREPARADO COM FARINHA DE TRIGO ESPECIAL, ACUCAR, LEITE, SAL E AGUA. COM CASCA DE COR UNIFORME CASTANHO-DOURADO, MACIA, MIOLO DE COR BRANCO-CREME DE TEXTURA MACIA E GRANULACAO FINA. ENTREGA DIARIA.",1
PAPEL CREPADO 50X50 OFERECE BARREIRA MICROBIANA EFICAZ ATRAVES DAS POROSIDADE  EFICIENTE NA FILTRACAO BACTERIANA  MALEAVEL  REISISTENTE A RUPTURA  RASGO E ESTOURO  BIODEGRADAVEL E INCINERAVEL  CONFECCIONADO EM 100 CELULOSE  ATOXICO E NAO IRRITANTE  ALTA BARREIRA CONTRA PENETRACAO DE MICROORGANISMO  ALTA RESISTENCIA A AGUA HIPOREPELENTE  VIRTUALMENTE LIVRE DE FIBRAS ANTIESTATICO NAO LIBERADO OU ATRAINDO PARTICULAS,1
PAPEL FOTO ACABAMENTO ALTO BRILHO  DEFINICAO PROFISSIONAL ALTO RESISTENTE A AGUA SECAGEM INSTANTANEA COMPATIBILIDADE DE TINTA DYE & PIGMENT  CONDICOES DE  EXIBICAO EM ALBUM E PORTA RETRATO APLICACAO EM IMPRESSOES E AMPLIACOES PROFISSIONAIS COM 50 FOLHAS,1
"PAPEL FOTO ACABAMENTO ALTO BRILHO, DEFINICAO PROFISSIONAL PAPEL FOTO ACABAMENTO ALTO BRILHO, DEFINICAO PROFISSIONAL, ALTO RESISTENTE A AGUA, SECAGEM INSTANTANEA, COMPATIBILIDADE DE TINTA DYE & PIGMENT, CONDICOES DE EXIBICAO EM ALBUM E PORTA RETRATO, APLICACAO EM IMPRESSOES E AMPLIACOES PROFISSIONAIS COM 50 FOLHAS.",1
"PAPEL FOTOGRAFICO AUTO-ADESIVO PREMIUM, 130G/M2, A4, A PROVA D AGUA, SECAGEM INSTANTANEA, PACOTE COM 20 FOLHAS.",1
"PAPEL TIMBRADO, 4X0 CORES, COM MARCA D AGUA, PAPEL COMPATIVEL OU SIMILAR COM SULFITE 75 GRAMAS, FOLHAS AVULSA.",1
"PEITO DE FRANGO COM OSSO - CONGELADO COM ADICAO DE AGUA NO MAXIMO DE 6%, LEVEMENTE TEMPERADA. ASPECTO PROPRIO, NAO AMOLECIDA E NEM PEGAJOSA, COR PROPRIA SEM MANCHAS ESVERDEADA, CHEIRO E SABOR PROPRIO, COM AUSENCIA DE SUJIDADE E LARVAS. PRAZO DE VALIDADE/ CONDICOES DE ARMAZENAMENTO E CONSERVACAO (COM TEMPERATURA IDEAL):EMBALAGEM FECHADA: VALIDADE MINIMA: 04 (QUATRO) MESES.",1
"PERA D AGUA - ME/EPP MUNICIPIO - DE TAMANHO MEDIO COR UNIFORMES, FIRME, SEM FERIMENTOS E/OU DANOS FISICOS PROVENIENTES DO MANUSEIO OU TRANSPORTE, PESO MEDIO 130G CADA. ME/EPP MUNICIPIO",1
PERFURACAO DE 01 (UM) POCO PROFUNDO NO RESERVATORIO DE DISTRIBUICAO DE AGUA R02( AVENIDA ANTONIO CARLOS 1228.,1
PERFURACAO DE POCO ARTESIANO E SISTEMA DE ABASTECIMENTO DE AGUA.   CORREGO BARREIRAS,1
"PESSEGO EM CALDA PESSEGO EM CALDA, COMPOSTO POR PESSEGOS FRESCOS EM METADES, AGUA, ACUCAR, XAROPE DE GLICOSE-FRUTOSE. ACONDICIONADOS EM LATA DE 450 GR.",1
PIGMENTO CORANTE DE AUTO PODER DE TINGIMENTO E RESISTENCIA P COLORIR TINTAS A BASE D'AGUA,1
PINCEL PARA PINTURA  REDONDO  NO 08  COMPOSICAO: PONEI (COR MARROM)  FILAMENTO: PONEI  FORMATO: REDONDO  IDEAL PARA CONTORNOS  FILETES  MANCHAS  INDICACAO: TINTA A BASE DE AGUA  TECNICA: AQUARELA  GUACHE  VIROLA: ALUMINIO,1
"PINCEL PARA PINTURA, Nº12, CABO CURTO, FORMATO REDONDO, COMPOSICAO PONEI, INDICACAO TINTA A BASE DE AGUA,VIROLA DE ALUMINIO",1
PINO CENTRAL  / KOMBI AGUA,1
"PIRULITO DE ESPONJA. PIRULITO DE ESPONJA.MATERIAL UTILIZADO PARA REALIZAR A AVALIACAO DA RESPOSTA SENSORIAL INTRA-ORAL, SABOR LIMAO E UM ?COTONETE? DESCARTAVEL COM ESPUMA NA PONTA, MATERIAL LIVRE DE LATEX COM ALTA CAPACIDADE DE ABSORCAO DE AGUA, HASTE DOBRA-SE FACILMENTE SEM QUEBRAR, ATINGINDO LUGARES DIFICEIS.",1
"PLUG DE PVC ROSCAVEL DE 3/4 , PN 750 KPA, PARA SISTEMAS PREDIAIS AGUA FRIA . CARACTERISTICAS TECNICAS E FABRICACAO DE ACORDO COM ABNT NBR 5648 DE 2010 E ABNT NBR 5626 DE 1998 -",1
POCO TUBULAR PROFUNDO PARA CAPTACAO DE AGUA SUBTERRANEA,1
"POLIKIT POTABILIDADE - KIT DESENVOLVIDO PARA CONTROLE DE QUALIDADE DA AGUA PARA CONSUMO HUMANO. ANALISE DE DUREZA, CLORETO E ALCALINIDADE COM RESOLUCAO MELHOR DO QUE O KIT BASICO E TECNICO. IDEAL PARA MONITORAMENTO DE AGUA EM POCOS.ANALISA: ALCALINIDADE, CLORETOS, DUREZA TOTAL, PH, FERRO, AMONIA, CLORO LIVRE, OXIGENIO CONSUMIDO, COR, TURBIDEZ, COLIFORMES TOTAIS E COLI-COLIPAPER (TECNOBAC). REAGENTES PARA 100 TESTES DE CADA PARAMETRO FISICO-QUIMICOS.",1
"POLIMEROS FLOCULANTE SECUNDARIO ANIONICO DE ALTO PESO MOLECULAR.  COMPOSICAO POLIMEROS ORGANICOS NATURAIS CARATER IONICO: ANIONICO ASPECTO: PO BRANCO. PH SOLUCAO 0,1 : 10,0   0,5 SOLUBILIDADE EM AGUA: 0,1 - 0,5    -",1
PONTO DE AGUA FRIA EMBUTIDO INCLUINDO TUBO DE PVC RIGIDO ROSCAVEL E CONEXOES,1
"PONTO DE AGUA FRIA EMBUTIDO, INCL. TUBO DE PVC RIGIDO SOLDAVEL E CONEXOES UBS",1
"PORTA METALICA 70 X 210 CM REFORCADA PORTA METALICA 70 X 210 CM REFORCADA. ALTURA 217 CM, LARGURA DO BATENTE 6 CM, PINTURA (PRIMER) A BASE D?AGUA QUE E CURADA A 150 º GARANTINDO COBERTURA UNIFORME E MAIOR DURABILIDADE OU COM PINTURA DE ACABAMENTO (ELETROSTATICA A PO) NA COR BRANCA, E COM VIDRO.",1
"POSTES PARA FIXACAO DE  PLACAS: FORNECIMENTO E ASSENTAMENTO DE TUBOS PARA FIXACAO DE PLACAS DE SINALIZACAO VIARIA NAS SEGUINTES CARACTERISTICAS E DIMENSOES:  TUBO EM ACO CARBONO SAE 1010/1020, GALVANIZADO A QUENTE GRAU C, SECAO CIRCULAR, COM COSTURA E PONTAS LISAS, DIAMETRO  DE 3,00 M DE COMPRIMENTO DE 2 ? . DEVERA SER COLOCADO UM TAMPAO NA PARTE SUPERIOR DO TUBO EVITANDO A ENTRADA DE AGUA.",1
"PREPARADO LIQUIDO PARA REFRESCO DE FRUTAS:MARACUJA-CONCENTRADO, INTEGRAL, BEBIDA NAO FERMENTADA, COM 30  DE POLPA DA FRUTA, COM CONCENTRACAO PARA 6 A 8 PARTES DE AGUA. EMBALAGEM DE 500ML. IGUAL OU SUPERIOR O DAFRUTA.",1
"PRESTACAO DE SERVICOS COM CAMINHAO EQUIPADO COM PIPA II, PARA ABASTECIMENTO DE AGUA EM COMUNIDADES DIVERSAS.",1
"PROTETOR SOLAR, FPS 60. ENRIQUECIDO COM VITAMINA E, NAO CONTEM PABA,  OIL FREE , INDICADO PARA PESSOAS DE PELE EXTREMAMENTE SENSIVEL, QUE SEMPRE SE QUEIMAM E NUNCA ESCURECEM, RESISTENTE A AGUA, PROTECAO CONTRA A ACAO DOS RAIOS UVA E UVB, FP-UVA 20, DERMATOLOGICAMENTE TESTADO (SEMELHANTE OU SUPERIOR A MARCA PRO-SUN)",1
PURIFICADOR DE AGUA (190010007031056),1
"PURIFICADOR DE AGUA , TEMPERATURA NORMAL/GELADA, GABINETE METALICO, POLIPROPILENO, TUBO DE ACO INOXI",1
"PURIFICADOR DE AGUA NATURAL E GELADA COMPRESSOR, 220V. (PURIFICADOR DE AGUA NATURAL E GELADA LIGADO A REDE DE AGUA TRATADA, SUPORTE PARA INSTALACAO NA PAREDE, DUAS TORNEIRAS, AJUSTE DE TEMPERATURA, REFRIGERACAO COMPRESSOR, REFIL TRIPLA FILTRAGEM QUERETEM PARTICULAS DE BARRO, AREIA, FERRUGEM, SEDIMENTOS, REDUZ O CLORO E ELIMINA SABORES E ODORES INDESEJAVEIS, REFIL GIROU TROCOU, GAS 134A INOFENSIVO A CAMADA DE OZONIO, RESERVATORIO COM NANOTECNOLOGIA, CAPACIDADE DO RESERVATORIO 3 LITROS, DEPOSITODE AGUA COM SERPENTINA EXTERNA, CALDEIRA EM ACO INOX COM RESISTENCIA TIPO CINTA EXTERNA, BOIAS DE CONTROLE DE NIVEL DA AGUA E DE SEGURANCA , VAZAO 60 LITROS/HORA , VOLTAGEM 220 V , FREQUENCIA 60HZ, POTENCIA 100WATTS, COR BRANCO, GARANTIA E SEGURANCAIN METRO, 12 MESES DE GARANTIA, DIMENSAO ALTURA 41,00CM LARGURA 32,00CM, PROFUNDIDADE 36,00 CM PESO 13QUILOS).",1
"PURIFICADOR DE AGUA PARA PAREDE. POSSUI AINDA OPCOES DE AGUA EM TEMPERATURA NATURAL E GELADA, REFIL  GIROU, TROCOU  E NANOTECNOLOGIA CONTA MICRO-ORGANISMOS. COMPACTO, ELE PODE SER FIXADO NA PAREDE OU EM BANCADAS. -  CARACTERISTICA: ECOCOMPRESSOR: COM GAS R134A QUE NAO AGRIDE O MEIO AMBIENTE. AGUA FILTRADA SEM ENERGIA. REFIL GIROU, TROCOU: TROQUE SEM FECHAR O REGISTRO. REFIL BACTERIOSTATICO: CONTROLA A PROLIFERACAO DE BACTERIAS. ELIMINA ODORES. ELIMINA SABORES. RETEM MICROPARTICULAS PRESENTES NA AGUA. EAS Y CLEAN 9 DESMONTAVEL PARA HIGIENIZACAO). SERPENTINA EXTERNA (FACIL HIGIENIZACAO). NANOTECNOLOGIA: INIBE A PROLIFERACAO DE MICRO-ORGANISMOS. BANDEJA REMOVIVEL: PARA ESVAZIAR OU HIGIENIZAR. TORNEIRA PRATICA. FIXACAO NA PAREDE. PES ANTIDERRAPANTES. BOIA DE CONTROLE DE NIVEL DE AGUA. VOLUME INTERNO DO APARELHO 2,18 LITROS. CAPACIDADE DE FORNECIMENTO DE AGUA GELADA 1,24 L/H. TIPO DE REFRIGERACAO COMPRESSOR. ETAPAS DE PURIFICACAO 3. VIDA UTIL DO FILTRO 3.000 L. POTENCIA 90W. CONSUMO 11 KWH/",1
"PURIFICADOR DE AGUA REFRIGERADO COM CAPACIDADE 2 LTS DE AGUA GELADA, 0,4 LTS AGUA NATURAL",1
PURIFICADOR DE AGUA REFRIGERADO DE BANCADA/PAREDE,1
"PURIFICADOR DE AGUA REFRIGERADO E COM RESERVATORIO. PURIFICADOR COM VOLUME INTERNO PARA AGUA, PODENDO ENCHER JARRAS E GARRAFAS COM MAIS FACILIDADE, COM SAIDA PARA AGUA NATURAL E REFRIGERADA. ELIMINAM SABORES E ODORES DA AGUA, EFICIENCIA DE RETENCAO DE PARTICULAS, EFICIENCIA DE REDUCAO DE CLORO LIVRE, BANDEJA REMOVIVEL FACILITANDO AINDA MAIS NO MOMENTO DA LIMPEZA DO EQUIPAMENTO. PURIFICADOR BIVOLT DE BANCADA OU DE PAREDE PROPORCIONANDO ASSIM MAIOR SEGURANCA DO EQUIPAMENTO",1
"PURIFICADOR DE AGUA REFRIGERADO PURIFICADOR DE AGUA REFRIGERADO CAPACIDADE 4 LITROS NA COR BRANCO DIMENSOES: 52X34X43 CM, VOLTAGEM 110 VOLTS,  CONTENDO 02 TORNEIRAS, FABRICADAS EM POLIPROPILENO, ATOXICAS E RESISTENTES SENDO 01 PARA AGUA GELADA E O",1
RADIADOR D.AGUA RG140,1
"REABASTECEDOR DE TINTA PARA PINCEL DE QUADRO BRANCO, TINTA LIQUIDA A BASE DE ALCOOL, CORANTES ORGANICOS, SOLVENTE A AGUA. TINTA DESENVOLVIDA ESPECIALMENTE PARA REABASTECEDOR MARCADORES DE QUADRO BRANCO. CONTEM 500ML. CORES: AZUL, PRETA E VERMELHA",1
"REAGENTE PARA DETERMINACAO DE NITROGENIO NITRATO PELO METODO DIMETHYLPHENOL METODO HACH 10206 FAIXA DE ANALISE 5-35MG/L NO3-N   APROVADO USEPA PARA ANALISE DE AGUA POTAVEL  REAGENTE PADRONIZADO, PRE-DOSADO E PRONTO PARA USO  EMBALADO EM TUBOS DE ENSA",1
REAGENTE QUIMICO. SOLUCAO DE SPANDS SEM ARSENITO PARA ANALISE DE FLUOR EM AGUA. PRAZO DE VALIDADE MAIOR OU IGUAL A 1 ANO. FRASCO 500ML COM CERTIFICADO DE RASTREABILIDADE,1
RECARGA AGUA PRESSURIZADA 10 LT,1
REFLETOR LED 400W BRANCO FRIO USO EXTERNO ESPECIFICACOES TECNICAS CONSUMO 400W TENSAO BIVOLT AUTOMATICO 100V 240V COR DA LUZ BRANCO FRIO 6000K LUMINOSIDADE 38000 LUMENS COM VARIACAO DE 10% ANGULO DE ILUMINACAO 100° INDICE DE PROTECAO IP66 PROTECAO CONTRA JATOS DE AGUA FORTE E POEIRA VIDA UTIL 40000 HORAS MEDIDAS APROXIMADA 24CM X 53CM X 33CM PESO APROXIMADO 11000 GRAMAS MATERIAL ALUMINIO ITENS INCLUSOS REFLETOR COM O SUPORTE ARTICULAVEL GARANTIA 1 ANO,1
"REFLETORES 200W LED REFLETORES 200W LED, 100  NACIONAL, OSRAM IP66(RESISTENTE A AGUA), VOLTAGEM BIVOLT AUTOMATICO, TEMPERATURA DE COR BRANCO FRIO PARA CAMPO E QUADRA DE FUTEBOL, COM ALCA MUDAVEL",1
REFRIGERANTE 02 LITROS ( A BASE DE COLA) REFRIGERANTE  A BASE DE COLA  EM EMBALAGEM COM 2L (AGUA GASEIFICADA  ACUCAR  EXTRATO DE NOZ DE COLA  CAFEINA  CORANTE CARAMELO IV  ACIDULANTE INS 338 E AROMA NATURAL)  VALIDADE NAO INFERIOR A 4 MESES  A CONTAR DA DATA DE ENTREGA,1
"REFRIGERANTE 02 LITROS NOZ DE COLA REFRIGERANTE 02 LITROS, ORIGINAL DE 1ª QUALIDADE AGUA GASEIFICADA, ACUCAR, EXTRATO DE NOZ DE COLA, REFRIGERANTE DE 02 LITROS, ORIGINAL DE CAFEINA, CORANTE CARAMELO IV, ACIDULANTE INS338  E AROMA NATURAL.",1
"REFRIGERANTE 1ª LINHA A BASE DE COLA BEBIDA NAO ALCOOLICA, NAO FERMENTADA, E GASEIFICADA, COMPOSTO POR AGUA MINERAL GASEIFICADA, ACUCAR, SUCO NATURAL CONCENTRADO DE COLA, AROMA NATURAL DE COLA. EMBALAGEM PLASTICA DE 2 LITROS COM DATA DE FABRICACAO E VALIDADE (MINIMO 6 MESES) IMPRESSAS NA EMBALAGEM.",1
"REFRIGERANTE A BASE DE COLA 2 LITROS - REFRIGERANTE EM GARRAFA DESCARTAVEL DE 2000ML. SABOR COLA - AGUA GASEIFICADA , EXTRATO DE NOZ DE COLA, CAFEINA, CORANTE AMARELO IV, ACIDULANTE INS 338 E AROMA NATURAL. NAO CONTEM GLUTEN, NAO ALCOOLICO.",1
"REFRIGERANTE COMPOSTO DE EXTRATO DE COLA 2 L - COMPOSTO AGUA GASEIFICADA, SACARINA, SENDO PERMITIDO VEGETAIS, CAFEINA, CORANTE, CARAMELO, ISENTO DE CORANTES ARTIFICIAIS, LIVRE DE SUJIDADES, PARASITAS, LARVAS, ACONDICIONADO EM GARRAFAS  PET , COM TAMPA DE ROSCA, CONTENDO 02 LITROS. DEVERA APRESENTAR VALIDADE MINIMA DE 03 MESES A PARTIR DA DATA DE ENTREGA. DE ACORDO COM A LEI FEDERAL NO 8.918/94.",1
"REFRIGERANTE COMPOSTO DE EXTRATO DE GUARANA AGUA GASEIFICADA,ACUCAR,EXTRATO DE SEMENTE DE GUARANA,CORANTES ARTIFICIAIS, LIVRE DE SUJIDADES, PARASITAS E LARVAS, ACONDICIONADO EM GARRAFA PET DE 2 LITROS. MARCA SUGERIDA: ANTARCTICA",1
"REFRIGERANTE DE COLA - COMPOSTO DE AGUA GASEIFICADA, ACUCAR, EXTRATO DE NOZ DE COLA, CAFEINA, CORANTE CARAMELO IV, ACIDULANTE INS 338 E AROMA NATURAL",1
REFRIGERANTE DE COLA PREPARADO COM AGUA CARBONATADA   ACUCAR   CAFEINA   EXTRATO DE NOZ DE COLAACIDULANTE INS 330 - CONSERVADOR INS 211 - CORANTE INS 110 - ACIDULANTE INS 338 - CONSERVADOR INS 211,1
