ID,dsc_item,melhor_classif,match_score
706,maquina eletrica de cortar cabelo linha profissional fabricacao no brasil com identificacao do inmetro motor shunt super potente de 9 w  v9000 motor vibratorio e silencioso indicador de ajuste de potencia na maquina alavanca reguladora de nivel de corte e de textura sem trocar de lamina 220 v 60 hz lamina em aco inox a prova d'agua medindo 10 x 10 x 28 cm l x a x p pesando 500g plug bipolar com marca de identificacao do inmetro e pinos arredondados embalagem com identificacao do inmetro incluido 4 quatro pentes ajustaveis 3 6 10 13 mm 1 uma escova de limpeza 1 um oleo lubrificante 1 um pente de cabelo 1 um protetor de lamina e um manual em portugues com certificado de garant, servicos para  a  infraestrutura de tecnologia da informacaoe comunicacao tic  nao classificados em outros top,24
707,marca texto a base d agu, tinta base agu,67
708,marca texto amarelo   caneta fluorescente tinta a base de agua contendo 250g espessura do traco 25 ou 500 mm longevidade aproximado 2500 cm2corpo tampa e fundo em polipropileno filtro em poliester ponta chanfrada em polietileno cores vivas secagem rapida e tinta livr, servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori,37
709,marcador para escrita em lamina de retroprojetor com ponta de 20 mm resistente a agua lavavel em alcool nas cores preta azul vermelha cx com 12 un, servicos de impressao e de reproducao por meios de gravacaocomissionado ou por contrat,44
710,marcador temperatura da agua 1, amaciador em po de carn,56
711,marcador de texto cor amarela fluorescente ponta chanfrada com 2 possibilidades de largura dos tracos tracos largos e finos tinta a base de agua espessura do traco fino10 mm e do traco largo 45 mm ponta em polietileno corpo tampa e fundo em polipropilen, servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori,40
712,margarina  margarina vegetal cremosa com sal embalagem 500gr  margarina  margarina vegetal cremosa com sal obtida como resultado da emulsao de oleos eou gorduras vegetais comestiveis e sal refinado o produto devera ter 15000 ui de vitamina a por kg conteudo maximo de agua de 16  sobre o peso bruto  a  embalagem o produto devera estar acondicionado em embalagem primaria de polietileno fechado por metodo que garanta a inviolabilidade do produto com peso liquido de 500  quinhentos  gram, servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori,29
713,margarina 500 g  composicao basica com oleos vegetais liquidos e interesterificados  agua  reconstituido  sal diglicerideos de acidos graxos e lecitina de soja  ulante acido citrico  antioxidante  aroma identico ao natural de manteiga  nao contem gluten  embalagem com 500g similar a qualy, servicos de engenharia durante a fase de construcao e de instalacao de obras de engenharia civil,37
714,margarina vegetal  500 g cremosa com sal isenta de ranco e mofos embalagem atoxica nao violada composicaooleos vegetais liquidos e interesterificadosaguasalsoro de leite em po contem lecitina de soja e no minimo 80% de lipideos aroma identico ao natural de manteiga contendo dados do produto identificacao procedencia ingredientes informacoes nutricionais lote gramatura datas de fabricacao e vencimentoacondicionado em pote plastico validade minima de 6 seis meses a contarda data de entrega do produto portaria 372 de 04091997  anvis, servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori,29
715,margarina vegetal contendo agua oleos vegetais liquidos e hidrogenados sal leite em po desnatado vitamina a e beta caroteno estabilizantes mono e diglicerideos e esteres de poligliceral aroma identico ao natural de manteiga corante natural de urucum e curcuma acidulantes acido latico e acido citrico e antioxidante edta calcio dissodico embalagem de 500 gr, servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori,33
716,marmitex no distrito de olhos d'agua da canastra  110130002, servicos de distribuicao de agua atraves de tubulaca,46
717,massa corrida lata de 18 litros na cor branca com rendimento ate 80 m2 por demaocomposicao resina vinilica cargas minerais hidrocarbonetos alifaticos espessantes microbicidas nao metalicos e agu, servicos de promocao e apresentacao relacionados as artes cenicas e outros espetaculos ao v,43
718,massa corrida metodo aplicacao com espatula e desempenadeira composicao basica resina acrilica solubilidade agua aplicacao imperfeicao superficie externa e interna para pintura lata de 18 litr, servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori,42
719,mastique base de resinas acrilicas para tratamento de trincas em reservatorios de agua potavel bisnaga de 400 gr, servicos de coletatratamento e eliminacao de residuos nao  perig,49
720,material de manutencao  lixa d agua  220  , servicos de manutencao e reparo de veiculos a mo,57
721,medidor de cloro instrumento pratico e seguro para analises de cloro na agua em laboratorios e a c, servicos gerais de construcao de instalacoes ao ar livre    para desportos e laz,54
722,milho verde em conserva 1kg  graos inteiros  com tamanho e forma regulares  sem aditivos quimicos  conservados em agua e sal  livre de fermentacao  isento de materia terrosa  de parasitos e de detritos animais e vegetais  o produto  inclusive o liquido de cobertura devem ocupar  no minimo  90  da capacidade do recipiente  aparencia  graos inteiros de consistencia propria  nao esmagados  cor  cheiro e sabor proprios  validade minima de 12 meses   embalagem primaria lata de folha de flandres  com verniz sanitario  com peso liquido drenado de 1 kg, servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori,28
723,mop giratorio kit contendo 1 balde com capacidade de no minimo 12 litros com alca sexto e moldura com funcao rotatoria de 360o para facilitar a remocao do excesso de agua e lavagem do refil um cabo telescopico com base e contendo 5 refis em microfibra , servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori,40
724,motobomba submersa acoplada em motor eletrico lubrificado a agua com 20 estagios para pocos de 4 potencia de 3 cvmonofasica 2, servicos gerais de construcao de tubulacoeslinhas de comunicacao e de energia de longa distanc,45
725,motor submerso refrigerado a agua  nacional  6  90cv220v, outros servicos de protecao ambiental ncp,45
726,mult inseticida aerossol a base de agua com oleo de citronela 450ml  , gasolina a base de petroleo de veiculo de combat,49
727,nipel pvc  classe a roscavel 34 agua fria pred, peca  acessorio  componente para mop agua  p,48
728,niple entrada de agua bomba de vacu, tira perfurada de ac,54
729,nutricao completa e balanceada isotonica 300 a 350 mosmlitro de agua desenvolvida para atender nutricao completa e balanceada isotonica 300 a 350 mosmlitro de agua desenvolvida para atender as necessidades de criancas de 01 a 10 anos acrescida de vitaminas e minerais pode ser usada como nutricao oral ou enteral isenta de lactose e gluten apresentacao lata de 400 gram, servicos de leasing ou aluguel de televisores radios gravadores de video e equipamentos e acessorios correlat,34
730,oleo de soja refinado embalagem de 900ml  oleo de soja refinado isento de misturas de outros oleos agua ou outras materias estranhas ao produto ausencia de sujidades larvas ou parasitas a  embalagem o produto devera estar acondicionado em embalagem primaria em garrafas tipo  pet  com volume liquido de 900 ml, servicos gerais de construcao de estradasexceto elevados ruasviasestradas de ferro e pistas de aterriz,35
731,oleo essencial de eucalipto citiodora para dissolucao em agua frasco com 140ml, barra de aco carbono  para  construcao  mecanica acima de 50m,49
732,outorga para captacao de agua para abastec, outsourcing de impressao  locacao  paginas impress,54
733,outros servicos de terceiros pessoa juridica  transporte escolar  rota itauna agua parada farias sao pedro km de ida e volta 100 km   turnos manha e tarde  kilometr, servicos de agenciamento de transporte de carga e outros servicos auxiliares de transport,47
734,palco 10x10 metros estrutura do teto toda trelicada galvanizada em otimo estado de conservacao piso antiderrapante modular de sistema roseta e garra andaime desmontavel com altura minima de 170 metros do nivel do chao diaria 25que pode variar ate 270 metrosse houver desnivel do terreno coberto com lona de vinil auto extinguivel na cor branca 02 camarins de no minimo 440m x 440m todo fechado com chapa de lambril galvanizada na mesma altura do nivel do piso do palco 02 areas de servico nas laterais do palco de 220m x 440m toda fechada com lona branca na mesma altura do nivel do pal co 01 housemix com 1o piso 45cm elevado do nivel do chao no tamanho de 220m x 440m com opcao de montagem em 2 pisos 02 torres de fly de 240m x 240m x 8 metros os camarins as areas e a house mix deverao ser cobertas com tendas modelo chapeu de bruxa com autoextinguiveis na cor branca e calha nas lateriais para o escoamento de agua a locacao acima de 02 dias tera um descon, servicos para  a  infraestrutura de tecnologia da informacaoe comunicacao tic  nao classificados em outros top,19
735,pao de cenoura feito com produtos de 1a qualidade composto de farinha de trigo fortificada com ferro e acido folico cenoura acucar leite agua sal e fermento quimico peso unitario 50 g acondicionado em saco plastico atoxico com 20 unidades nao reciclavel fechados em perfeitas condicoes de higiene validade minima de 05 dias a partir da entrega demais condicoes de  acordo com as normas de saudesanitarias vigentes anvisa sif decreto 1248678 rdc 902000 e outr, servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori,32
736,pao de forma tipo tradicional pao de forma tipo tradicional superficie lisa  macia e brilhante  nao quebradica  mioloconsistente e peca fatiada  composto de farinha de trigo acucar  gordura vegetal  leite em po  sal  reforcador  agua fermento biologico e antimofo  embalado em saco plasticoatoxico com validade minima de 05 dias a contar da data deentrega  produto sujeito a verificacao no ato da entrega aosprocedimentos administrativos determinados pela anvis, servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori,31
737,pao de hot dog o pao devera estar embalado em sacos plastico transparente de maneira higienica e ordenados sem amassalos nao e permitido em hipotese alguma o armazenamento e transporte do mesmo em caixas de papelao o pao devera estar fresco novo no ato da entrega sera rejeitado o pao queimado ou mal cozido o pao deve ser fabricado com materias primas de primeira qualidade isentos de materia terrosa parasitos e em perfeito estado de conservacao e tambem deve ter tamanho padrao o pao de hot dog e o produto assado obtido pela coccao em condicoes tecnicas adequadas da massa preparada com farinha de trigo enriquecida com ferro e acido folico e agua sal fermento biologico o produto podera conter outras substancias alimenticiasaprovadas que o caracterizem as quais deverao ser citadas o preparo do pao tipo hot dog devera ser obtido pela coccao da massa apresentando casca fina e macia miolo elastico e homogeneo com poros finos o produto nao podera conter leite soro d, servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori,20
738,pao doce tipo hot dog  pao doce tipo hot dog produto obtido por processamento tecnologico adequado da massa preparada com farinha de trigo fermento biologico agua sal gordura o pao deve ser cortado na vertical  sentido do comprimento  e emb, servicos do comercio por atacado prestado por comissao ou   por contratode maquinariaequipamentos e supr,41
739,pao frances unidades de 50g preparado com farinha de trigo especial acucar leite sal e agua com casca de cor uniforme castanhodourado macia miolo de cor brancocreme de textura macia e granulacao fina entrega di, servicos de engenharia durante a fase de construcao e de instalacao de obras de engenharia civil,42
